level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	5195	7144	-1	
2	1	1	0	0	0	0	236	170	936	-1	
3	1	1	1	0	0	0	236	170	936	-1	
4	1	1	1	1	0	0	236	170	936	-1	
5	1	1	1	1	1	0	236	170	936	95.000000	 
2	1	2	0	0	0	0	2924	178	808	-1	
3	1	2	1	0	0	0	2924	178	808	-1	
4	1	2	1	1	0	0	2924	178	808	-1	
5	1	2	1	1	1	0	2924	178	808	95.000000	 
2	1	3	0	0	0	0	5612	132	680	-1	
3	1	3	1	0	0	0	5612	132	680	-1	
4	1	3	1	1	0	0	5612	132	680	-1	
5	1	3	1	1	1	0	5612	132	680	95.000000	 
2	1	4	0	0	0	108	0	152	24	-1	
3	1	4	1	0	0	108	0	152	24	-1	
4	1	4	1	1	0	108	0	152	24	-1	
5	1	4	1	1	1	108	0	152	24	95.000000	 
2	1	5	0	0	0	204	706	450	274	-1	
3	1	5	1	0	0	204	706	450	274	-1	
4	1	5	1	1	0	204	706	450	274	-1	
5	1	5	1	1	1	204	706	450	274	95.000000	   
2	1	6	0	0	0	362	1002	33	1131	-1	
3	1	6	1	0	0	362	1002	33	1131	-1	
4	1	6	1	1	0	365	1002	30	49	-1	
5	1	6	1	1	1	365	1002	30	49	0.000000	’
4	1	6	1	2	0	363	1073	30	63	-1	
5	1	6	1	2	1	363	1073	30	63	96.868874	4
4	1	6	1	3	0	364	1150	28	83	-1	
5	1	6	1	3	1	364	1150	28	83	42.031254	:
4	1	6	1	4	0	365	1236	25	54	-1	
5	1	6	1	4	1	365	1236	25	54	4.079142	.
4	1	6	1	5	0	363	1309	26	63	-1	
5	1	6	1	5	1	363	1309	26	63	22.625647	‘
4	1	6	1	6	0	364	1394	23	49	-1	
5	1	6	1	6	1	364	1394	23	49	39.358143	;
4	1	6	1	7	0	363	1467	23	60	-1	
5	1	6	1	7	1	363	1467	23	60	45.664925	:
4	1	6	1	8	0	363	1544	22	57	-1	
5	1	6	1	8	1	363	1544	22	57	1.538582	.
4	1	6	1	9	0	364	1628	18	47	-1	
5	1	6	1	9	1	364	1628	18	47	81.894211	‘
4	1	6	1	10	0	363	1707	18	48	-1	
5	1	6	1	10	1	363	1707	18	48	23.608446	/
4	1	6	1	11	0	363	1781	17	50	-1	
5	1	6	1	11	1	363	1781	17	50	28.580198	/
4	1	6	1	12	0	362	1863	17	44	-1	
5	1	6	1	12	1	362	1863	17	44	63.317741	i
4	1	6	1	13	0	363	1940	14	43	-1	
5	1	6	1	13	1	363	1940	14	43	49.474834	:
4	1	6	1	14	0	362	2023	14	32	-1	
5	1	6	1	14	1	362	2023	14	32	21.896124	'
4	1	6	1	15	0	363	2099	11	34	-1	
5	1	6	1	15	1	363	2099	11	34	70.732536	{
2	1	7	0	0	0	363	2314	1033	64	-1	
3	1	7	1	0	0	363	2314	1033	64	-1	
4	1	7	1	1	0	363	2314	1033	64	-1	
5	1	7	1	1	1	359	2310	198	91	17.610607	CIS
5	1	7	1	1	2	594	2310	187	91	56.218102	SAP
5	1	7	1	1	3	829	2319	114	58	67.788063	PP
5	1	7	1	1	4	972	2320	231	51	55.338715	PAP
5	1	7	1	1	5	1230	2323	166	32	37.265568	ATS
2	1	8	0	0	0	362	2391	416	321	-1	
3	1	8	1	0	0	362	2391	416	222	-1	
4	1	8	1	1	0	363	2391	34	77	-1	
5	1	8	1	1	1	363	2391	34	77	69.739227	¢
4	1	8	1	2	0	362	2466	416	147	-1	
5	1	8	1	2	1	362	2472	35	50	13.176479	_
5	1	8	1	2	2	650	2466	128	147	6.594629	$§
4	1	8	1	3	0	363	2541	33	55	-1	
5	1	8	1	3	1	363	2541	33	55	95.287460	4
3	1	8	2	0	0	718	2656	58	56	-1	
